pair_id	stratum	expected_label	a_source	a_title	a_author	a_date	b_source	b_title	b_author	b_date	label	notes
568	positive_related_edition	same_work_different_edition	gallica	Extraict des registre (sic) du Conseil d'Estat (cassant l'arret du Parlement du 	France. Conseil d'État (13..-1791). Auteur du texte	1616	gallica	Arrest du conseil d'Estat portant attribution aux généraux subsidiaires et garde	France. Conseil d'État (13..-1791). Auteur du texte	1636		
569	positive_related_edition	same_work_different_edition	bsb	Neues Lehrgebäude der Diplomatik, welches in Frankreich von einigen Benedictiner	Adelung, Johann Christoph	1767.	bsb	Geschichte der Schiffahrten und Versuche, welche zur Entdeckung des Nordöstliche	Adelung, Johann Christoph	1768		
570	positive_same_source	same_manifestation	bsb	Abhandlung von dem Geldumlauf : in anhaltender Rücksicht auf die Staatswirtschaf	Büsch, Johann Georg	1800	bsb	Abhandlung von dem Geldumlauf : in anhaltender Rücksicht auf die Staatswirtschaf	Büsch, Johann Georg	1800		
571	negative_same_author	different_work	erara	Disputationum exegeticarum in confessionem Helveticam sexta, in qua ad cap. I, §	Gernler, Lucas	1668	erara	Christliche Leich-predigt, vom Ursprung der Kranckheiten, und wie man in denselb	Gernler, Lucas	1664		
572	hard_multivolume	same_work_different_volume	bsb	Elementorvm Physiologiae, seu Philosophi[a]e naturalis libri septem : in duos to	Monheim, Johannes	1542	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
573	positive_same_source	same_manifestation	bsb	Assertiones Canonicae De Renvnciatione Beneficiorvm, Ex Libro I. Decretalium	Pirhing, Ehrenreich	1667	bsb	Assertiones canonicae de renunciatione beneficiorum	Pirhing, Ehrenreich	1667		
574	positive_cross_source	same_manifestation_or_work	erara	Theatralische Werke	Schlegel, Johann Elias	1746	bsb	Theatralische Werke	Schlegel, Johann Elias	1747		
575	negative_same_author	different_work	bsb	Des Heil. Röm. Reichs Genealogisch-historisches Adels-Lexicon : Darinnen die ä	Gauhe, Johann Friedrich	1740	bsb	Des Heil. Röm. Reichs Genealogisch-Historisches Adels-Lexicon : Darinnen die ä	Gauhe, Johann Friedrich	1747		
576	negative_same_author	different_work	bsb	Aristotelis Opera Omnia Graece / Volumen Primum	Aristoteles	MDCCXCI.	bsb	De moribus ad Nicomachum	Aristoteles	1554		
577	negative_same_author	different_work	bsb	L. Annaei Senecæ Philosophi Opera Omnia : Accessit A Viris Doctis Ad Senecam Ann	Seneca, Lucius Annaeus	MDCCXLI.	bsb	M. Annaei Senecae Rhetoris Opera : Ad Optimas Editiones Collata Studiis Societat	Seneca, Lucius Annaeus	MDCCLXXXIII		
578	negative_same_block	likely_different	erara	Andachtsbuch für die erwachsene Jugend : Söhnen und Töchtern gewidmet vom Verfas	[s.n.]	1847	erara	Sammlung von Rechnungsaufgaben für Elementarschulen : zunächst für diejenigen de	[s.n.]	1846		
579	positive_same_source	same_manifestation	bsb	Nvmophylacivm Bvrckhardianvm / 1 : Numos antiquos Graecos et Romanos continens	Schlaeger, Julius Carl	1740	bsb	Nvmophylacivm Bvrckhardianvm / 1 : Numos antiquos Graecos et Romanos continens	Schlaeger, Julius Carl	1740		
580	negative_same_block	likely_different	erara	Anna Maria Herrig, gebohren in der Pfarrey Watern, bey Dachstul im Trierischen	[s.n.]	1776	erara	Saxonia superior : besondere Gegenden : Sammelband der Ryhiner-Kartensammlung / 	[s.n.]	1778		
581	negative_same_author	different_work	erara	Entomologie und Helminthologie des Menschlichen Körpers, oder Beschreibung und A	Jördens, Johann Heinrich	1801	bsb	Geschichte der kleinen Fichtenraupe oder der Larve von der Phalaena Monacha Linn	Jördens, Johann Heinrich	1798.		
582	positive_borderline	unknown	bsb	Von Gottes Genaden, Wir Maximilian Emanuel in Ober- und Nidern Bayrn auch der Ob	Maximilian Emanuel, II.	[1690]	bsb	Von Gottes Genaden, Wir Maximilian Emanuel, in Ob: und Nidern Bayrn, auch der Ob	Maximilian Emanuel, II.	1699		
583	positive_same_source	same_manifestation	bsb	Dissertatio inavgvralis theologica de idololatria devotis nonnvmqvam precibvs in	Steuber, Johann Engelhard	1731	bsb	Dissertatio inavgvralis theologica de idololatria devotis nonnvmqvam precibvs in	Steuber, Johann Engelhard	1731		
584	negative_same_author	different_work	bsb	Exercitationis Theologicae, De Concilio Hierosolymitano, Act. XV. Pars ... / 4 :	Schelwig, Samuel	1676	bsb	Diss. hist. de Belisario	Schelwig, Samuel	1665		
585	negative_same_author	different_work	erara	Provinciae regni Northumbriae : Grafschaften Yorkshire, Lancaster, Westmoreland,	Blaeu, Joan	1646	erara	Scotiae provinciae : Sammelband der Ryhiner-Kartensammlung / 18 Gallovidiæ pars 	Blaeu, Joan	1654		
586	negative_same_author	different_work	erara	[Schmucksachen]	Hegi, Franz	1841	erara	Augustiner Thor	Hegi, Franz	1840		
587	positive_same_source	same_manifestation	bsb	Dissertatio Inavgvralis De Clandestinis Sponsalibvs Ivratis, Vulgo: Von heimlich	Brückner, Wilhelm Hieronymus	1740	bsb	Dissertatio Inavgvralis De Clandestinis Sponsalibvs Ivratis, Vulgo: Von heimlich	Brückner, Wilhelm Hieronymus	1740		
588	positive_related_edition	same_work_different_edition	bsb	Ulrici Huberi Jcti Supremae Frisiorum Curiae Ex-Senatoris Praelectionum Juris Ci	Huber, Ulrik	[1707]	bsb	Ulrici Huberi De Iure Civitatis : Libri Tres ; Novam Iuris Publici Universalis D	Huber, Ulrik	1708		
589	negative_same_author	different_work	bsb	Mit Ruhm zur Weyhnacht-Zeit zur seel'gen Ruh eingehen, Das macht zweyfachen Tros	Croph, Philipp Jakob	[1722]	bsb	Palladium Pacis Concordia, Oder, die Eintracht deß Friedens Grund-Feste : In ein	Croph, Philipp Jakob	[1715]		
590	positive_same_source	same_manifestation	bsb	Viri In Adolescentia. Das ist: Pastor und Justus Gebrüder, Dem zarten Alter nach	Sandtner, Joseph	[1718]	bsb	Viri In Adolescentia. Das ist: Pastor und Justus Gebrüder, Dem zarten Alter nach	Sandtner, Joseph	[1718]		
591	negative_same_block	likely_different	erara	Grosse Menagerie : Wegen dem eingetretenen Regenwetter findet sich Herr Charles,	[s.n.]	1847	erara	Historisch-geographisch-statistisches Gemälde der Schweiz	[s.n.]	1844		
592	positive_cross_source	same_manifestation_or_work	erara	Axiomata philosophica, frequentius iactari solita	Reeb, Georg	1625	bsb	Axiomata Philosophica, Frequentius iactari solita	Reeb, Georg	1625		
593	positive_cross_source	same_manifestation_or_work	erara	Notae in evangelicas lectiones, quae per totum annum festis sanctorum diebus in 	Pierre Canisius	1593	bsb	Notae In Evangelicas Lectiones, Qvae Per Totvm Annvm Dominicis Diebvs In Ecclesi	Canisius, Petrus	1591		
594	negative_same_block	likely_different	erara	Historisch-geographisch-statistisches Gemälde der Schweiz	[s.n.]	1844	erara	Der  Canton Aargau	[s.n.]	1840		
595	negative_same_block	likely_different	erara	Deutsche Künstler des neunzehnten Jahrhunderts : Studien und Erinnerungen / [Vie	[s.n.]	1877	erara	Jahresbericht über den Kurs ... / 2	[s.n.]	1878		
596	positive_same_source	same_manifestation	bsb	Exercitatio politica de induciis	Schurzfleisch, Konrad Samuel	1668	bsb	Exercitatio politica de induciis	Schurzfleisch, Konrad Samuel	1668		
597	negative_same_author	different_work	bsb	Deren Graveschafften Solms und Herrschafft Minzenberg Gerichts-Ordnung und das	Fichard, Johann	1571	bsb	Receptarvm Sententiarvm, Sive, Vt Nvnc Loqvvntvr, Commvnivm Opinionvm Ivreconsvl	Fichard, Johann	1568		
598	positive_cross_source	same_manifestation_or_work	erara	Zwey und fünfzig Discursus oder Predigten über die Sonntäg dess gantzen Jahrs : 	Faber, Vitus	1679	bsb	Zwey und Fünfzig Discursus Oder Predigten Uber die Sonntäg deß gantzen Jahrs Neb	Faber, Vitus	1677		
599	positive_cross_source	same_manifestation_or_work	erara	The  Doctrine of Chances or a Method of Calculating the Probabilities of Events 	Moivre, Abraham de	1756	gallica	The Doctrine of chances, or a Method of calculating the probability of events in	Moivre, Abraham de (1667-1754). Auteur du texte	1756		
600	negative_same_author	different_work	bsb	Dis schön buch gena[n]t der seelen Paradiß von waren vnd volku[m]men tugenden 	Geiler von Kaysersberg, Johannes	1510	bsb	Celeberrimi sacrarum literarum Doctoris Joannis Geiler Keisersbergij ... De orat	Geiler von Kaysersberg, Johannes	1515		
601	positive_same_source	same_manifestation	bsb	Sendschreiben des Herrn Samuel Formey, Lehrers der Weltweisheit und beständigen 	Formey, Jean Henri Samuel	1749.	bsb	Sendschreiben des Herrn Samuel Formey, Lehrers der Weltweisheit und beständigen 	Formey, Jean Henri Samuel	1749.		
602	positive_same_source	same_manifestation	bsb	Exercitatio crit. qua authentia capitis vigesimi primi in evangelio Johannis p	Osiander, Johann Adam	1756	bsb	Exercitatio crit. qua authentia capitis vigesimi primi in evangelio Johannis p	Osiander, Johann Adam	1756		
603	positive_related_edition	same_work_different_edition	bsb	Exercitationum Sacrarum Prima	Hackspan, Theodoricus	1640	bsb	Fides Et Leges Mohammaedis, exhibitae Ex Alkorani manuscripto duplici : praemiss	Hackspan, Theodoricus	1646		
604	negative_same_block	likely_different	erara	Carta geologica d'Italia : compilata sui lavori editi ed inediti di vari autori 	[s.n.]	1881	erara	Daniel Colladon de Genève	[s.n.]	1889		
605	negative_same_block	likely_different	erara	Carte der europaeischen Türkey nebst einem Theile von Kleinasien in XXI. Blaette	[s.n.]	1829	erara	Le  Vignole des ouvriers, des propriétaires et des artistes, renfermant les ordr	[s.n.]	1825		
606	hard_multivolume	same_work_different_volume	bsb	Oeconomia Forensis oder kurzer Inbegriff derjenigen Landwirthschaftlichen Wahrhe	Benekendorff, Karl Friedrich von	(1779)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
607	negative_generic_title	different_work	bsb	Theses ex universa theologia	Bartscherer, Aegidius	1767	bsb	Theses ex universa theologia	Egger, Thomas	[ca. 1760]		
608	hard_multivolume	same_work_different_volume	bsb	Receptarvm Sententiarvm, Sive, Vt Nvnc Loqvvntvr, Commvnivm Opinionvm Ivreconsvl	Turzani, Francesco	1571	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
609	negative_same_author	different_work	bsb	Deductio brevis, sed fundamentalis ... de statu controversiae circa notitias rer	Foertsch, Michael	1712	bsb	Dissertatio theologica de efficacia meriti Christi regnique gratiae in regno pot	Foertsch, Michael	1723		
610	positive_related_edition	same_work_different_edition	bsb	Luthrischer Korax mit einem Korb voll Lügen ...	Kraus, Johann	1717	bsb	Der abgewiesene Krausoldus Samt Seinem hinckenden Valentin Löscher, Der Das Li	Kraus, Johann	1720		
611	positive_related_edition	same_work_different_edition	bsb	Circular-Rescript, So Ihro zu Hungarn und Böheim Königliche Majestät an Dero aus	Maria Theresia	[1744]	bsb	Wir Maria Theresia von Gottes Gnaden Römische Kayserin ... Entbieten allen und j	Maria Theresia	[1759]		
612	positive_related_edition	same_work_different_edition	gallica	Declaration du roy, contre les duels . Leuë, publiée, &amp; registrée en Parleme	Louis XIV (1638-1715 ; roi de France). Auteur du texte	1653	gallica	Ordonnance du Roy, pour la garde des passages, contre les deserteurs des armées 	Louis XIV (1638-1715 ; roi de France). Auteur du texte	1658		
613	positive_cross_source	same_manifestation_or_work	erara	Fischbuoch : das ist ein kurtze, doch vollkommne Beschreybung aller Fischen so i	Gessner, Conrad	1575	bsb	Fischbuch, Das ist ein kurtze, doch vollkom[m]ne beschreybung aller Fischen so i	Gessner, Conrad	1575		
614	hard_multivolume	same_work_different_volume	bsb	Herrn Thomas Stackhouse Betrachtungen über das Apostolische Glaubensbekenntniß u	Stackhouse, Thomas	(1771)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
615	positive_same_source	same_manifestation	bsb	Historia Juris Civilis, Feudalis, Canonici, Novissimi, sive Publici, unà cum Reg	Keyser, Daniel	[1663]	bsb	Historia Juris Civilis, Feudalis, Canonici, Novissimi, sive Publici, unà cum Reg	Keyser, Daniel	[1663]		
616	negative_same_author	different_work	bsb	Iura viduarum clericorum et professorum : vulgo das Wittwen-Recht der Professore	Spitz, Erhard	1737	bsb	De stigmatiis, vulgo Von Gezeigneten und Gebrantmahlten	Spitz, Erhard	1711		
617	hard_multivolume	same_work_different_volume	bsb	Geheime Lebensgeschichte des Marschalls von Richelieu oder Erzählung seiner Aben	Faur, Louis François	(1792)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
618	positive_same_source	same_manifestation	bsb	Fr. Basilii Valentini Ordin. S. Benedict. Tractatvs Chymicvs De Qvinta Essentia,	Basilius	1738.	bsb	Fr. Basilii Valentini Ordin. S. Benedict. Tractatvs Chymicvs De Qvinta Essentia,	Basilius	1738.		
619	negative_same_block	likely_different	erara	Exerzier-Vorschrift der königlich würtembergischen Reuterei / Exerzier-Vorschrif	[s.n.]	1820	erara	Sämmtliche Schriften des Herrn Franziskus Geiger ... / Siebenter Band.	[s.n.]	1828		
620	negative_same_author	different_work	bsb	R.P. Sebastiani Barradii, Olisiponensis, E Societate Iesv Doctoris Theologi, In 	Barradas, Sebastião	1606	bsb	R. P. Sebastiani Barradii, Ulyssiponensis E Societate Jesu Doctoris Theologi, ..	Barradas, Sebastião	1742		
621	negative_same_block	likely_different	erara	Übersichtskarte des schweizerischen Pegel und Witterungsstationennetzes : = Tabl	[s.n.]	1871	erara	Rangliste der königlichen sächsischen Armee : vom Jahre 1876	[s.n.]	1876		
622	positive_borderline	unknown	erara	Demosthenis Oratorum Graeciae principis Opera, quae ad nostram aetatem perveneru	Demosthenes	1549	bsb	Demosthenis Oratorum Graeciae principis Opera, quae ad nostram aetatem perueneru	Demosthenes	(1549)		
623	positive_same_source	same_manifestation	bsb	Analecta Critica In Anthologiam Graecam : Cum Supplemento Epigrammatum Maximam P	Huschke, Immanuel Gottlieb	MDCCC.	bsb	Analecta Critica In Anthologiam Graecam : Cum Supplemento Epigrammatum Maximam P	Huschke, Immanuel Gottlieb	MDCCC.		
624	negative_same_block	likely_different	erara	[Schützenfest in Basel 1844]	[s.n.]	1844	erara	Klopstock's Briefwechsel / Erster Theil.	[s.n.]	1842		
625	negative_same_block	likely_different	erara	Saint-Denis (Ile-Bourbon)	[s.n.]	1850	erara	Lindenhof	[s.n.]	1850		
626	negative_same_author	different_work	erara	Karte von Deutschland in IV Blättern : entworfen im Jahre 1805, und nach den, du	Sotzmann, Daniel Friedrich	1809	erara	Status coronae Poloniae : nach den Teilungen : Sammelband der Ryhiner-Kartensamm	Sotzmann, Daniel Friedrich	1794		
627	negative_generic_title	different_work	bsb	Epistolae	Budé, Guillaume	1521	bsb	Epistolae	Phalaris	1508		
628	negative_same_author	different_work	gallica	Les Bateliers de Saint-Cloud, opéra-comique de Monsieur F*** [Favart]	Favart, Charles-Simon (1710-1792). Auteur du texte	1764	gallica	La Belle Arsène, comédie en 4 actes, mêlée d'ariettes. Les paroles de M. Favart,	Favart, Charles-Simon (1710-1792). Auteur du texte	1775		
629	positive_related_edition	same_work_different_edition	bsb	Disputatio iuridica de finibus bonae fidei in praescriptionibus de iure canonico	Cocceji, Heinrich von	1694	bsb	Dissertatio Juris Gentium Publici, De Justo Præliorum Exitu	Cocceji, Heinrich von	[1706]		
630	negative_same_author	different_work	bsb	Worte Einer Edlen Mutter an den Geist und das Herz ihrer Tochter : nebst einem A	Heydenreich, Karl Heinrich	1796	bsb	Karl Heinrich Heydenreichs ordentl. öffentl. Prof. der Philosophie in Leipzig, P	Heydenreich, Karl Heinrich	(1794)		
631	positive_same_source	same_manifestation	bsb	Entwikelung des Begriffs und der rechtlichen Verhältnisse deutscher Staatsrechts	Gönner, Nikolaus Thaddäus	1800	bsb	Entwikelung des Begriffs und der rechtlichen Verhältnisse deutscher Staatsrechts	Gönner, Nikolaus Thaddäus	1800		
632	positive_related_edition	same_work_different_edition	bsb	Virorum Celeberr. Got. Gul. Leibnitii Et Johan. Bernoullii Commercium Philosophi	Leibniz, Gottfried Wilhelm	1745	bsb	Gothofredi Guillelmi Leibnitii S. Caesar. Majestatis Consiliarii ... Opera Omnia	Leibniz, Gottfried Wilhelm	1768		
633	positive_same_source	same_manifestation	bsb	Bulla Coenæ Domini Oder Päbstlicher Brieff, Der Jährlich an Grünen Donnerstag in	Katholische Kirche, Papst (1700-1721 : Klemens XI.)	[1705]	bsb	Bulla Coenæ Domini Oder Päbstlicher Brieff, Der Jährlich an Grünen Donnerstag in	Katholische Kirche, Papst (1700-1721 : Klemens XI.)	[1705]		
634	positive_same_source	same_manifestation	bsb	Die drey Charlotten, oder Geschichte dreyer Tage : Ein komischer Roman ; In 3 	Tode, Johann Clemens	1798	bsb	Die drey Charlotten, oder Geschichte dreyer Tage : Ein komischer Roman ; In 3 	Tode, Johann Clemens	1798		
635	positive_cross_source	same_manifestation_or_work	erara	Matrimonii impedimenta	Bidermann, Jakob	1621	bsb	Matrimonii Impedimenta	Bidermann, Jakob	1621		
636	positive_borderline	unknown	erara	Wir Schultheiss und Rath der Stadt und Republic Bern thun kund hiemit: Dass wir 	Stand Bern	1784	erara	Wir Schultheiss und Rath der Stadt und Republik Bern thun kund hiermit: Dass der	Stand Bern	1787		
637	positive_borderline	unknown	gallica	Arrêt de la cour des Aides portant règlement pour la perception des droits des f	France. Cour des aides (Paris). Auteur du texte	1718	gallica	Arrêt de la Cour des aides portant règlement pour la communauté des orfèvres de 	France. Cour des aides (Paris). Auteur du texte	1719		
638	negative_same_author	different_work	bsb	Von der Sollicitatur am kayserlichen und Reichs-Cammergerichte : eine academisch	Pütter, Johann Stephan	1768.	bsb	Johann Stephan Pütters Selbstbiographie : zur dankbaren Jubelfeier seiner 50jähr	Pütter, Johann Stephan	1798.		
639	positive_cross_source	same_manifestation_or_work	erara	Cursus Kleselianus, Klösels Kunstbossen, oder, Eygentliche Beschreibung dess deg	Justanus, Theophilus	1619	bsb	Cursus Kleselianus : Klösels Kunstbossen. Oder Eygentliche Beschreibung, deß deg	Justanus, Theophilus	1619		
640	negative_same_block	likely_different	erara	ABC oder Namenbüchlein : Zum Gebrauche der Stadtschulen	[s.n.]	1821	erara	Lieder der Freude und Lob der Musik beim herzlichen Willkomm der Eidgen : Musikg	[s.n.]	1825		
641	hard_multivolume	same_work_different_volume	bsb	Vitae Clarissimorvm in re literaria Virorum, Das ist: Lebens-Beschreibung etlich	Rüdiger, Johann Christoph	1704	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
642	positive_same_source	same_manifestation	bsb	Discussio Physico-Astronomica exhibens Responsionem Ad Argumenta Opposita Contro	Schnitzler, Jacob	1660	bsb	Discussio Physico-Astronomica exhibens Responsionem Ad Argumenta Opposita Contro	Schnitzler, Jacob	1660		
643	hard_multivolume	same_work_different_volume	erara	Ioannis Michaelis von der Ketten ... apelles symbolicus : exhibens seriem amplis	[s.n.]	1699	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
644	positive_borderline	unknown	erara	Tewtsch Rational über das Ambt heiliger Mess	Pürstinger, Berthold	1535	bsb	Tewtsch Rational, über das Ambt heiliger meß	Pürstinger, Berthold	1535		
645	positive_related_edition	same_work_different_edition	bsb	Neu-Eröffneter Historien-Saal Das ist Kurtze, deutliche und unpartheyische Besch	Imhof, Andreas Lazarus von	1746	bsb	Des neu-eröfneten Historischen Bilder-Saals ... Theil / 10,2 : Zehenden Theils	Imhof, Andreas Lazarus von	[ca. 1760]		
646	negative_same_block	likely_different	erara	Kurzgefasste Nachricht von dem unglücklichen Brand, so am 9. Julii Ao. 1771 den 	[s.n.]	1771	erara	Voyages dans les Alpes : précédés d'un essai sur l'histoire naturelle des enviro	[s.n.]	1779		
647	negative_same_block	likely_different	erara	Oeuvres / Tome cinquième.	[s.n.]	1843	erara	Zug am Zuger See in der Schweiz	[s.n.]	1842		
648	negative_same_author	different_work	bsb	Diss. theol. qua praecipui pontificiorum errores circa doctrinam de imagine De	Hoffmann, Gottfried	1722	bsb	Exercitatio philos. de supposito et persona	Hoffmann, Gottfried	1710		
649	positive_same_source	same_manifestation	bsb	Policey- und Tax-Ordnung : Wie solche nach Befehl, und von wegen Seiner Königlic	Heiliges Römisches Reich	Anno MDCCXI.	bsb	Policey- und Tax-Ordnung : Wie solche nach Befehl, und von wegen Seiner Königlic	Heiliges Römisches Reich	Anno MDCCXI.		
650	positive_borderline	unknown	erara	Original von Keller's zweiter Reisekarte der Schweiz	Keller, Heinrich	1845	erara	Original von Keller's zweiter Reisekarte der Schweiz	Keller, Heinrich	1849		
651	positive_cross_source	same_manifestation_or_work	erara	[Ethica ad Nicomachum] : ; daran ; [Oeconomica]	Aristoteles	1469	gallica	[Ethica ad Nicomachum]	Aristote (0384-0322 av. J.-C.). Auteur du texte	1469		
652	hard_multivolume	same_work_different_volume	bsb	Praktische Predigten für das Landvolk auf alle Sonn- und Festtage des Jahres / 2	Pollinger, Joseph B.	(1799)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
653	negative_same_author	different_work	bsb	R. P. Francisci Costeri Societatis Iesv Theologi Apologia : Pro prima parte Ench	Coster, Franciscus	1604	bsb	Myrothecium id est Conclave devotarum Precum ac Meditationu[m] super Evangeliis 	Coster, Franciscus	1621		
654	hard_multivolume	same_work_different_volume	bsb	Heliodora oder die Lautenspielerin aus Griechenland / 3	Lindau, Wilhelm Adolf	1800	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
655	positive_related_edition	same_work_different_edition	erara	Arx Uetliberga horae spatio distans Tiguro, ... : = Das Schloss Üetliberg 1. Stu	Füssli, Johann Melchior	1715	erara	Das  ruinirte Schloss Küssenberg	Füssli, Johann Melchior	1720		
656	negative_same_block	likely_different	erara	Concurs-Programm für den Bau des Bundesrathhauses	[s.n.]	1850	erara	A  synopsis of the British Diatomaceæ : with remarks on their structure, functio	[s.n.]	1853		
657	positive_same_source	same_manifestation	bsb	Tractatus theologico-thomisticus scholastico-dogmaticus de iure &amp; iustitia	Ott, Maurus	1751	bsb	Tractatus theologico-thomisticus scholastico-dogmaticus de iure &amp; iustitia	Ott, Maurus	1751		
658	negative_same_block	likely_different	erara	Zug am Zuger See in der Schweiz	[s.n.]	1842	erara	Flora brasiliensis enumeratio plantarum in Brasilia hactenus detectarum quas sui	[s.n.]	1840		
659	positive_same_source	same_manifestation	bsb	Anmerkungen über die zum Vorschein gekommene Schrift, unter dem Titel: Beantwort	Hoepken, Anders Johan von	1758	bsb	Anmerkungen über die zum Vorschein gekommene Schrift, unter dem Titel: Beantwort	Hoepken, Anders Johan von	1758		
660	positive_cross_source	same_manifestation_or_work	erara	J. H. Lamberts freye Perspective oder Anweisung jeden perspektivischen Aufriss v	Lambert, Johann Heinrich	1774	bsb	J. H. Lamberts freye Perspective, oder Anweisung, jeden perspektivischen Aufriß 	Lambert, Johann Heinrich	1774		
661	positive_related_edition	same_work_different_edition	erara	Cursus Theologiæ Moralis Abbreviatus, Pars I. [- Pars IV.] : Complectens Tractat	Schnell, Anselm	1744	bsb	Cursus Theologiæ Moralis Abbreviatus, Id est, Tractatuum Theologico-Moralium omn	Schnell, Anselm	1747.		
662	positive_cross_source	same_manifestation_or_work	erara	Airopaidia : containing the narrative of a balloon excursion from Chester, the e	Baldwin, Thomas	1786	gallica	Airopaidia : containing the narrative of a balloon excursion from Chester, the e	Baldwin, Thomas (1750?-1820). Auteur du texte	1786		
663	positive_borderline	unknown	bsb	Catholisches Sendschreiben vnnd Briefe an einen vom Adel in Oesterreich : Oder Z	Erhard, Christoph	1586	bsb	Catholisches Sendtschreiben vnnd Briefe an einen vom Adel in Oesterreich : Oder 	Erhard, Christoph	1588		
664	negative_same_block	likely_different	erara	Orthopaedie oder Werth der Mechanik zur Heilung der Verkrümmungen am menschliche	[s.n.]	1827	erara	[Rückkehr der Sieger aus der Schlacht von Tättwyl, 1351]	[s.n.]	1826		
665	hard_multivolume	same_work_different_volume	bsb	Biblia Sacra Vulgatae Editionis : Auctoritate Sixti V. Et Clementis VIII. Pont. 	Erhard, Thomas Aquinas	(1736)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
666	positive_same_source	same_manifestation	bsb	Tertia Fori Contentiosi Via Ex Ivre Tam Caesareo Qvam Canonico Laesis In Jvdicio	Ranbeck, Aegidius	1648	bsb	Tertia Fori Contentiosi Via Ex Ivre Tam Caesareo Qvam Canonico Laesis In Jvdicio	Ranbeck, Aegidius	1648		
667	hard_multivolume	same_work_different_volume	bsb	Virgils Aeneis / 3	Blumauer, Alois	(1793)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
668	positive_borderline	unknown	bsb	Michaels Herrn von Montagne Versuche : nebst des Verfassers Leben / 1	Montaigne, Michel Eyquem de	(1753)	bsb	Michaels Herrn von Montagne Versuche : nebst des Verfassers Leben / 3	Montaigne, Michel Eyquem de	(1754)		
669	negative_same_author	different_work	erara	[Vignette]	Geßner, Salomon	1802	erara	[Vignette zu "An Daphnen"]	Geßner, Salomon	1802		
670	positive_same_source	same_manifestation	bsb	Der Königl: Mayest: in Schweden Schreiben An alle Senatorn und gantze Rittersc	Karl X. Gustav	1656	bsb	Der Königl: Mayest: in Schweden Schreiben An alle Senatorn und gantze Rittersc	Karl X. Gustav	1656		
671	positive_cross_source	same_manifestation_or_work	erara	De disciplina et institutione puerorum Othonis Brunfelsii Paraenesis : ; item In	Brunfels, Otto	1525	gallica	De Disciplina et institutione puerorum, Othonis Brunfelsij paraenensis : Item In	Brunfels, Otto (1488?-1534). Auteur du texte	1525		
672	negative_same_author	different_work	bsb	Von der Glückseligkeit eines Staats, in welchem der Ackerbau blühet : eine Vorle	Medicus, Friedrich Casimir	1774	bsb	Lettre de M. Medicus Conseiller De La Regence, Directeur Du Jardin Botanique De 	Medicus, Friedrich Casimir	MDCCXC.		
673	positive_related_edition	same_work_different_edition	bsb	Tractatulus de hiis qui ad eccl[es]ias confugiunt : tam iudicibus secularibus qu	Luther, Martin	1517	bsb	Ausslegung des hundert und neündten psalmen, Dixit dominus domino meo	Luther, Martin	1518		
674	negative_same_block	likely_different	erara	Hohenmauth und Leitomischl	[s.n.]	1880	erara	Carta d'Italia 1:25 000 / 150 IV SO/1885 Roma	[s.n.]	1885		
675	negative_same_author	different_work	bsb	Sechs Christlicher Predig. Von den Spaltungen so sich zwischen den Theologen Aug	Andreä, Jacob	1574	bsb	Brevis Et Modesta Apologia Capitvm Dispvtationis, De Maiestate Hominis Christi, 	Andreä, Jacob	1564		
676	negative_same_block	likely_different	gallica	Arrêts du conseil d'Etat, des 1er juin et 30 nov. 1784 : Le premier casse une se	France. Conseil d'État (13..-1791). Auteur du texte	1785	bsb	Johann Peter Frank, M.D. öffentlichen Lehrers der praktischen Arzneywissenschaft	Frank, Johann Peter	1786		
677	positive_borderline	unknown	bsb	Tabulae de Schematibus et Tropis	Mosellanus, Petrus	[ca. 1542]	bsb	Tabulae de Schematibus et Tropis	Mosellanus, Petrus	1539		
678	positive_borderline	unknown	erara	Problemata XXXIV. Ex X. Primis Sectionibvs Problematvm Aristotelicorvm Decerpta 	Forer, Laurenz	1615	bsb	Problemata XXXIV Ex X Primis Sectionibvs Problematvm Aristotelicorvm Decerpta, C	Forer, Laurenz	[1615]		
679	positive_cross_source	same_manifestation_or_work	erara	Versuch einer kurzen Naturgeschichte des Preussischen Bernsteins und einer neuen	Bock, Friedrich Samuel	1767	bsb	Versuch einer kurzen Naturgeschichte des preußischen Bernsteins und einer neuen 	Bock, Friedrich Samuel	1767		
